brand,engine_code,displacement,fuel_type,rating,weakness_count,models,year_min,year_max
Hyundai,EM10,Permanentmagnet-Synchronmotor,Elektro,neutral,7,Ioniq AE; Ioniq AE-FL; Kona OS; Kona OS-FL,2016,2023
Hyundai,G3LA,1.0L (Kappa),Benzin,neutral,6,i10 PA-FL; i10 IA; i10 IA-FL,2011,2019
Hyundai,G3LE,1.0L T-GDI (Smartstream),Benzin,neutral,5,i10 AC3; i10 AC3-FL; i20 BC3; i20 BC3-FL; i30 PD-FL3,2020,2026
Hyundai,G4EA,1.3L (Alpha),Benzin,neutral,5,Getz TB; Accent LC,1999,2006
Hyundai,G4EC,1.5L (Alpha II),Benzin,neutral,5,Accent LC,1999,2003
Hyundai,G4ED,1.6L (Alpha II),Benzin,neutral,5,Getz TB; Accent LC; Accent MC; Coupe GK,2001,2010
Hyundai,G4ED-Matrix,1.6L (Alpha II),Benzin,neutral,7,Matrix FC,2001,2010
Hyundai,G4EE,1.4L (Alpha II),Benzin,neutral,7,Getz TB-FL; Accent MC,2005,2010
Hyundai,G4EK,1.5L (Alpha),Benzin,neutral,5,Accent X3; Accent LC,1994,2003
Hyundai,G4FC,1.6L (Gamma),Benzin,neutral,5,i20 PB; i30 FD; i30 FD-FL; Elantra HD; Accent RB,2006,2019
Hyundai,G4FD,1.6L GDI (Gamma),Benzin,neutral,5,i30 GD; Veloster FS; ix35 LM; i40 VF,2009,2019
Hyundai,G4FG,1.6L MPI (Gamma II),Benzin,neutral,7,i30 GD,2012,2015
Hyundai,G4FP,1.6L T-GDI (N Performance),Benzin,neutral,5,i20 BC3,2021,2023
Hyundai,G4FT,1.6L T-GDI Hybrid (Smartstream),Benzin,neutral,6,Tucson NX4; Santa Fe TM-FL; Kona SX2; Staria US4; Tucson NX4-FL,2020,2026
Hyundai,G4FT-ICE,1.6L T-GDI (Smartstream),Benzin,neutral,6,Tucson NX4; Kona OS-FL; Kona SX2; Staria US4,2020,2026
Hyundai,G4GB,1.8L (Beta II),Benzin,neutral,5,Matrix FC; Elantra XD,2000,2010
Hyundai,G4GC,2.0L (Beta II),Benzin,neutral,5,i30 FD; Coupe GK; Elantra HD; Tucson JM; Elantra XD,2000,2011
Hyundai,G4GF,2.0L (Beta),Benzin,neutral,5,Coupe RD; Lantra J2,1995,2002
Hyundai,G4GM,1.8L (Beta),Benzin,neutral,5,Lantra J2; Elantra XD,1995,2006
Hyundai,G4GR,1.6L (Beta),Benzin,neutral,5,Coupe RD; Lantra J2,1995,2002
Hyundai,G4HC,1.0L (Epsilon),Benzin,neutral,7,Atos MX; Atos Prime MX,1997,2005
Hyundai,G4HG,1.1L (Epsilon),Benzin,neutral,7,Atos Prime MX; Getz TB; i10 PA; i10 PA-FL,2002,2013
Hyundai,G4JP,2.4L (Sirius II),Benzin,neutral,5,Sonata EF; Santa Fe SM; H-1 A1,1998,2008
Hyundai,G4JS,2.0L MPI (Sirius II),Benzin,neutral,7,Santamo HYU; Santa Fe SM; Trajet FO; Sonata EF,1998,2008
Hyundai,G4KA,2.0L (Theta),Benzin,neutral,7,Sonata NF,2004,2008
Hyundai,G4LA,1.2L (Kappa),Benzin,neutral,5,i10 PA; i10 PA-FL; i10 IA; i10 IA-FL; i20 PB,2008,2020
Hyundai,G4LD,1.4L T-GDI (Kappa II),Benzin,neutral,6,i30 PD,2016,2020
Hyundai,G4LE,1.6L GDi Hybrid (Smartstream),Benzin,neutral,6,Ioniq AE; Ioniq AE-FL; Kona OS; Kona OS-FL,2016,2023
Hyundai,G4LH,1.5L T-GDI (Smartstream),Benzin,neutral,5,i30 PD-FL2,2020,2024
Hyundai,G4LK,1.5L T-GDI MHEV (Smartstream),Benzin,neutral,5,i30 PD-FL3,2024,2026
Hyundai,G4NB,1.8L (Nu),Benzin,neutral,5,i30 GD,2012,2015
Hyundai,G6AT,3.0L V6 (Cyclone),Benzin,neutral,7,Galloper II,1998,2003
Hyundai,G6BV-XG,2.5L V6 (Delta),Benzin,neutral,7,XG XG,1999,2005
Hyundai,G6DB,3.3L V6 (Lambda),Benzin,neutral,7,Sonata NF; Sonata NF-FL; Sonata YF,2005,2014
Hyundai,G6DJ,3.8L V6 (Lambda II),Benzin,neutral,6,Genesis Coupe BK; Genesis Coupe BK-FL; ix55 EN; Grandeur HG; Santa Fe DM-FL,2008,2018
Hyundai,G6EA,2.7L V6 (Delta),Benzin,neutral,5,Santa Fe CM,2006,2009
Hyundai,Hyundai-Inster-EM,Inster Elektromotor,Elektro,neutral,7,Inster AK3,2024,2026
Hyundai,G3LD,1.0L (Kappa Smartstream),Benzin,recommended,6,i10 AC3; i10 AC3-FL,2019,2025
Hyundai,G4LC,1.4L (Kappa),Benzin,recommended,5,i20 GB; i30 PD; Kona OS,2014,2020
Hyundai,G4LF,1.2L (Smartstream),Benzin,recommended,5,i10 AC3; i10 AC3-FL; i20 BC3; i20 BC3-FL; Bayon BC3,2019,2026
Hyundai,G4LG,1.5L MPI (Smartstream),Benzin,recommended,5,i30 PD-FL3; i30 PD-FL2,2020,2026
Kia,D4CB,2.5L CRDi (A),Diesel,avoid,6,Sorento BL,2002,2009
Kia,G4KE,2.4L GDi (Theta II),Benzin,avoid,4,Sorento XM; Optima TF,2009,2015
Kia,G4KH,2.0L T-GDi (Theta II),Benzin,avoid,5,Optima TF; Sportage SL,2010,2015
Kia,G4LE,1.6L GDi Hybrid (Smartstream),Benzin,avoid,4,Niro DE; Niro SG2; Ceed CD; XCeed CD,2016,2024
Kia,G4NA,2.0L MPI,Benzin,avoid,7,Sportage QL,2015,2021
Kia,KIA-EV-58,Elektro 58 kWh,Elektro,avoid,3,EV6 CV,2021,2024
Kia,KIA-EV-77-AWD,Elektro 77.4 kWh AWD,Elektro,avoid,4,EV6 CV,2021,2024
Kia,KIA-EV-77-RWD,Elektro 77.4 kWh RWD,Elektro,avoid,4,EV6 CV; EV9 MV,2021,2024
Kia,KIA-EV6-GT,Elektro 77.4 kWh GT,Elektro,avoid,3,EV6 CV,2022,2024
Kia,D4EA,2.0L CRDi (VGT),Diesel,neutral,5,Sportage KM; Sorento BL; Ceed ED; Carens UN,2004,2013
Kia,D4FB,1.6L CRDi (U2),Diesel,neutral,6,Rio UB; Ceed ED; Ceed JD; Soul AM; Soul PS,2007,2019
Kia,D4FD,1.7L CRDi (U2),Diesel,neutral,7,Sportage SL; Sportage QL; Optima JF; Carens RP,2010,2020
Kia,D4FE,"1.6L CRDi (U3, Euro6)",Diesel,neutral,5,Ceed CD; Sportage QL; XCeed CD,2018,2024
Kia,D4HA,2.0L CRDi (R),Diesel,neutral,6,Sportage SL; Sportage QL; Sorento XM; Sorento UM,2009,2021
Kia,D4HB,2.2L CRDi (R),Diesel,neutral,6,Sorento XM; Sorento UM; Sorento MQ4; Stinger CK,2009,2024
Kia,D4HC,2.2L CRDi (R2),Diesel,neutral,3,Sportage NQ5,2021,2024
Kia,D4HK,"2.2L CRDi (R2, Euro6d)",Diesel,neutral,4,Stinger CK,2017,2023
Kia,G3LC,1.0L T-GDi (Kappa II),Benzin,neutral,4,Rio YB; Stonic YB; Ceed CD,2017,2024
Kia,G4ED,1.6L CVVT (Alpha II),Benzin,neutral,5,Rio DC; Cerato LD,2000,2008
Kia,G4FA,1.4L (Gamma),Benzin,neutral,5,Rio JB; Rio UB; Ceed ED; Venga YN,2005,2019
Kia,G4FC,1.6L CVVT (Gamma),Benzin,neutral,4,Rio JB; Ceed ED; Soul AM; Carens UN,2005,2014
Kia,G4FD,1.6L GDi (Gamma),Benzin,neutral,4,Ceed JD; Sportage SL; Sportage QL; Soul PS; Carens RP,2010,2021
Kia,G4FJ,1.6L T-GDi (Gamma II),Benzin,neutral,4,Ceed JD; ProCeed CD; Sportage QL; XCeed CD; Ceed CD,2013,2024
Kia,G4FT,1.5L T-GDi (Smartstream),Benzin,neutral,4,Ceed CD; ProCeed CD; XCeed CD,2021,2024
Kia,G4GC,2.0L CVVT (Beta II),Benzin,neutral,4,Ceed ED; Sportage KM; Cerato TD,2004,2013
Kia,G4HE,1.0L (Epsilon),Benzin,neutral,3,Picanto SA,2004,2011
Kia,G4HG,1.1L (Epsilon),Benzin,neutral,4,Picanto SA,2004,2011
Kia,G4KL,2.0L T-GDi (Theta III),Benzin,neutral,4,Stinger CK; Optima JF,2015,2023
Kia,G4LD,1.4L T-GDi (Kappa II),Benzin,neutral,4,Ceed JD; Ceed CD; ProCeed CD; Stonic YB,2015,2024
Kia,G4NB,2.0L CVVT (Nu),Benzin,neutral,5,Optima TF; Optima JF; Sportage SL,2010,2020
Kia,G4NN,1.6L T-GDi Hybrid (Smartstream NQ5),Benzin,neutral,4,Sportage NQ5; Sorento MQ4,2020,2024
Kia,G6DP,3.3L V6 T-GDi (Lambda II),Benzin,neutral,3,Stinger CK,2017,2023
Kia,KIA-EV-64-NIRO,Elektro 64.8 kWh,Elektro,neutral,0,Niro DE; Niro SG2,2019,2024
Kia,KIA-EV9-99-AWD,Elektro 99.8 kWh AWD,Elektro,neutral,0,EV9 MV,2023,2024
Kia,KIA-SOUL-EV,Elektro Soul EV,Elektro,neutral,0,Soul PS; Soul SK3,2014,2024
Kia,G3LA,1.0L (Kappa),Benzin,recommended,3,Picanto TA; Picanto JA,2011,2024
Kia,G4LA,1.2L (Kappa),Benzin,recommended,3,Picanto TA; Picanto JA; Rio YB,2011,2024
Kia,G4LC,1.4L MPI (Kappa),Benzin,recommended,3,Rio YB; Ceed CD,2017,2021
Lancia,159B9000,1.6L LE,Benzin,neutral,0,Dedra 835,1994,1999
Lancia,169A4000-LPG,1.2L LPG,LPG,neutral,0,Ypsilon 846,2011,2024
Lancia,175A3000,2.0L 20V Turbo,Benzin,neutral,3,Kappa 838,1998,2000
Lancia,182A4000,1.6L 16V,Benzin,neutral,3,Lybra 839,1999,2003
Lancia,183A1000,1.8L GT 16V,Benzin,neutral,0,Dedra 835,1996,1999
Lancia,198A5000,2.0L MultiJet,Diesel,neutral,4,Delta 844,2008,2014
Lancia,199A2000,1.3L MultiJet,Diesel,neutral,3,Ypsilon 843,2006,2010
Lancia,199A3000,1.3L MultiJet,Diesel,neutral,3,Ypsilon 843; Musa 350,2004,2012
Lancia,312A2000,0.9L TwinAir Turbo,Benzin,neutral,6,Ypsilon 846,2011,2023
Lancia,312B1000,1.3L MultiJet2,Diesel,neutral,3,Ypsilon 846,2011,2018
Lancia,330A1000,1.3L MultiJet2,Diesel,neutral,3,Ypsilon 846,2016,2017
Lancia,835A4000,1.9L TDS,Diesel,neutral,0,Dedra 835,1989,1999
Lancia,835A7046,2.0L HF Integrale,Benzin,neutral,0,Dedra 835,1990,1995
Lancia,835A8046,2.0L i.e. Turbo,Benzin,neutral,0,Dedra 835,1991,1999
Lancia,835C1000,1.6L i.e.,Benzin,neutral,0,Dedra 835,1993,1999
Lancia,836A3000,2.0L 16V,Benzin,neutral,0,Dedra 835,1994,1999
Lancia,836A5000,1.8L i.e.,Benzin,neutral,0,Dedra 835,1994,1999
Lancia,838A6000,2.0L 20V,Benzin,neutral,5,Kappa 838,1996,2000
Lancia,838A7000,2.4L TD,Diesel,neutral,2,Kappa 838,1994,1998
Lancia,838A8000,2.4L JTD,Diesel,neutral,2,Kappa 838,1998,2000
Lancia,838B000,3.0L V6 24V,Benzin,neutral,2,Kappa 838,1994,2000
Lancia,839A5000,2.4L JTD,Diesel,neutral,2,Lybra 839,1999,2002
Lancia,839A6000,2.4L JTD,Diesel,neutral,2,Lybra 839,2000,2006
Lancia,841A000,3.0L V6,Benzin,neutral,3,Thesis 841,2002,2003
Lancia,841C000,2.4L JTD,Diesel,neutral,4,Thesis 841; Lybra 839,2002,2005
Lancia,841D000,2.4L NA,Benzin,neutral,2,Thesis 841,2002,2007
Lancia,841E000,2.0L Turbo,Benzin,neutral,3,Thesis 841,2002,2007
Lancia,841L000,3.2L V6,Benzin,neutral,3,Thesis 841,2003,2007
Lancia,841P000,2.4L JTD,Diesel,neutral,2,Thesis 841,2004,2007
Lancia,843A1000,1.4L 16V,Benzin,neutral,3,Ypsilon 843; Musa 350,2003,2010
Lancia,843A2000,1.3L MultiJet,Diesel,neutral,3,Ypsilon 843,2007,2009
Lancia,955A4000,1.6L MultiJet,Diesel,neutral,3,Delta 844,2008,2011
Lancia,AR32302,1.9L JTD,Diesel,neutral,3,Lybra 839,1999,2000
Lancia,DW10ATED4,2.0L JTD,Diesel,neutral,3,Phedra 179,2002,2006
Lancia,EDG,2.4L 16V,Benzin,neutral,0,Flavia JS,2012,2014
Lancia,ENS-177,2.8L CRD,Diesel,neutral,6,Voyager RT,2012,2015
Lancia,ES9J4S,3.0L V6,Benzin,neutral,3,Phedra 179,2002,2008
Lancia,EW10J4,2.0L 16V,Benzin,neutral,3,Phedra 179,2002,2014
Lancia,VMA630-190,3.0L V6 CRD,Diesel,neutral,4,Thema LX,2011,2014
Lancia,VMA630-239,3.0L V6 CRD,Diesel,neutral,3,Thema LX,2011,2014
Lancia,169A4000,1.2L NA,Benzin,recommended,2,Ypsilon 846,2011,2023
Lancia,169A5000,1.2L NA,Benzin,recommended,3,Ypsilon 843,2010,2011
Lancia,176B2000,1.1L NA,Benzin,recommended,3,Y 840,1997,1999
Lancia,176B9000,1.2L 16V,Benzin,recommended,2,Y 840,1997,2000
Lancia,185A8000,2.0L 20V,Benzin,recommended,3,Lybra 839,2000,2004
Lancia,188A4000,1.2L 8V,Benzin,recommended,3,Ypsilon 843,2003,2006
Lancia,188A5000,1.2L 16V,Benzin,recommended,3,Y 840; Ypsilon 843,2000,2006
Lancia,188A9000,1.3L MultiJet,Diesel,recommended,3,Musa 350,2004,2007
Lancia,188B2000,1.9L MultiJet,Diesel,recommended,3,Musa 350,2004,2007
Lancia,198A1000,1.4L T-Jet,Benzin,recommended,3,Delta 844,2008,2010
Lancia,198A2000,1.6L MultiJet,Diesel,recommended,3,Delta 844,2008,2014
Lancia,198A4000,1.4L T-Jet,Benzin,recommended,4,Delta 844,2008,2014
Lancia,198A4000-LPG,1.4L T-Jet LPG,LPG,recommended,3,Delta 844,2011,2014
Lancia,198A7000,1.4L MultiAir,Benzin,recommended,3,Delta 844,2011,2014
Lancia,312A2000-CNG,0.9L TwinAir CNG,CNG,recommended,2,Ypsilon 846,2011,2023
Lancia,350A1000,1.4L 8V,Benzin,recommended,6,Ypsilon 843; Musa 350,2006,2012
Lancia,350A1000-LPG,1.4L 8V LPG,LPG,recommended,2,Ypsilon 843,2009,2011
Lancia,350A2000,1.6L MultiJet,Diesel,recommended,3,Musa 350,2007,2012
Lancia,4HT,2.2L MultiJet,Diesel,recommended,3,Phedra 179,2008,2010
Lancia,838A2000,2.4L 20V,Benzin,recommended,3,Kappa 838,1994,2000
Lancia,839A9000,1.8L 16V,Benzin,recommended,3,Lybra 839,1999,2004
Lancia,840A2000,1.4L NA,Benzin,recommended,2,Y 840,1996,2002
Lancia,840A3000,1.2L NA,Benzin,recommended,3,Y 840,1996,1998
Lancia,841G000,2.4L JTD,Diesel,recommended,2,Thesis 841,2003,2006
Lancia,841H000,2.4L MultiJet,Diesel,recommended,2,Thesis 841,2006,2009
Lancia,844A1000,1.9L MultiJet Biturbo,Diesel,recommended,3,Delta 844,2008,2014
Lancia,844A3000,1.6L MultiJet,Diesel,recommended,3,Delta 844,2011,2014
Lancia,937A2000,1.9L JTD,Diesel,recommended,3,Lybra 839,2001,2005
Lancia,939B1000,1.8L Di T-Jet,Benzin,recommended,5,Delta 844,2009,2014
Lancia,AR37101,1.9L JTD,Diesel,recommended,3,Lybra 839,2000,2001
Lancia,DW12ATED4,2.2L JTD,Diesel,recommended,3,Phedra 179,2002,2008
Lancia,ENS-163,2.8L CRD,Diesel,recommended,4,Voyager RT,2011,2013
Lancia,ERB-Thema,3.6L V6 Pentastar,Benzin,recommended,3,Thema LX,2011,2014
Lancia,ERB-Voyager,3.6L V6 Pentastar,Benzin,recommended,3,Voyager RT,2011,2015
Lancia,RHR,2.0L MultiJet,Diesel,recommended,3,Phedra 179,2006,2008
Land Rover,204DT,2.0L Ingenium Diesel,Diesel,avoid,4,Defender L663,2019,2020
Land Rover,204DTD,2.0L Ingenium Diesel,Diesel,avoid,7,Range Rover Evoque L538; Range Rover Evoque L551; Discovery Sport L550; Range Rover Velar L560; Range Rover Sport L494,2015,2026
Land Rover,204PT,2.0L Ingenium Benzin Turbo,Benzin,avoid,5,Freelander L359; Range Rover Evoque L538; Range Rover Evoque L551; Discovery Sport L550; Range Rover Velar L560,2011,2026
Land Rover,276DT,2.7L V6 TDV6 Diesel,Diesel,avoid,6,Discovery L319; Range Rover Sport L320,2004,2009
Land Rover,306DT,3.0L V6 Diesel,Diesel,avoid,5,Discovery L319; Discovery L462; Range Rover Sport L320; Range Rover Sport L494; Range Rover L405,2009,2020
Land Rover,448DT,4.4L V8 SDV8 Diesel,Diesel,avoid,5,Range Rover L322; Range Rover L405; Range Rover Sport L494,2011,2020
Land Rover,508PS,5.0L V8 Supercharged,Benzin,avoid,5,Range Rover Sport L320; Range Rover Sport L494; Range Rover L405; Discovery L462,2009,2022
Land Rover,AJ126,3.0L V6 Supercharged,Benzin,avoid,4,Discovery L319; Range Rover Sport L494; Range Rover L405; Range Rover Velar L560,2013,2020
Land Rover,AJ33S,4.2L V8 Supercharged,Benzin,avoid,4,Range Rover Sport L320; Range Rover L322,2005,2009
Land Rover,DT306,3.0L Ingenium I6 Diesel,Diesel,avoid,6,Defender L663; Range Rover Sport L494; Range Rover Sport L461; Range Rover L405; Range Rover L460,2020,2026
Land Rover,PT204,2.0L Ingenium Benzin Turbo,Benzin,avoid,3,Defender L663,2020,2026
Land Rover,PT204-PHEV,1.5L I3 Turbo + E-Motor,Benzin,avoid,5,Range Rover Evoque L551; Discovery Sport L550,2020,2026
Land Rover,PT306,3.0L Ingenium I6 Benzin Turbo,Benzin,avoid,6,Range Rover Sport L494; Range Rover Sport L461; Range Rover L405; Range Rover L460; Range Rover Velar L560,2019,2026
Land Rover,224DT,2.2L TD4/SD4,Diesel,neutral,6,Freelander L359; Range Rover Evoque L538; Discovery Sport L550,2006,2015
Land Rover,368DT,3.6L V8 TDV8 Diesel,Diesel,neutral,5,Range Rover Sport L320; Range Rover L322,2006,2012
Land Rover,508PN,5.0L V8 NA,Benzin,neutral,4,Range Rover Sport L320; Range Rover L322; Range Rover L405,2009,2013
Land Rover,AJ41,4.4L V8 NA,Benzin,neutral,4,Discovery L319; Range Rover L322,2002,2009
Land Rover,B6324S,3.2L Volvo I6,Benzin,neutral,4,Freelander L359,2006,2010
Land Rover,PT306-PHEV,3.0L I6 Turbo + E-Motor,Benzin,neutral,5,Range Rover Sport L494; Range Rover Sport L461; Range Rover L405; Range Rover L460; Range Rover Velar L560,2017,2026
Land Rover,S68B44B,4.4L V8 BMW BiTurbo,Benzin,neutral,5,Range Rover Sport L461; Range Rover L460; Defender L663,2021,2026
Mazda,13B-MSP,1.3L Wankel,Benzin,avoid,5,RX-8 SE3P,2003,2012
Mazda,CAY1,3.7L V6,Benzin,avoid,6,CX-9 TB,2007,2015
Mazda,L3-VDT,2.3L DISI Turbo,Benzin,avoid,7,3 BK; 3 BL; 6 GG; CX-7 ER,2005,2013
Mazda,PY-VPS,2.5L SkyActiv-G,Benzin,avoid,6,6 GJ; CX-5 KE; CX-5 KF; CX-30 DM,2012,2024
Mazda,PY-VPS-PHEV,2.5L e-SkyActiv PHEV,Benzin,avoid,5,CX-60 KH; CX-80 KH,2022,2025
Mazda,SH-VPTS,2.2L SkyActiv-D,Diesel,avoid,7,3 BM; 6 GJ; CX-5 KE; CX-5 KF,2012,2024
Mazda,AJ,3.0L V6 Duratec,Benzin,neutral,6,Tribute EP,2001,2007
Mazda,B6-ZE,1.6L 16V,Benzin,neutral,5,MX-5 NB,1998,2005
Mazda,BP-ZE,1.8L 16V,Benzin,neutral,5,MX-5 NB,1998,2005
Mazda,D33-DPTS,3.3L e-SkyActiv D,Diesel,neutral,6,CX-60 KH; CX-80 KH,2022,2025
Mazda,HF-VPH,2.0L SkyActiv-X,Benzin,neutral,6,3 BP; CX-30 DM,2019,2024
Mazda,L3C1,2.3L MZR,Benzin,neutral,6,3 BK; 5 CR; 6 GG,2002,2010
Mazda,LF-VE,1.8L MZR,Benzin,neutral,6,MX-5 NC,2005,2015
Mazda,MX30-EV,35.5 kWh,Elektro,neutral,3,MX-30 DR,2020,2024
Mazda,PE-VPR,2.0L SkyActiv-G,Benzin,neutral,5,MX-5 ND,2015,2026
Mazda,R2AA,2.2L MZR-CD,Diesel,neutral,7,3 BL; 6 GH; CX-7 ER,2007,2013
Mazda,RF,2.0L DiTD,Diesel,neutral,7,323 BJ; 626 GF; Premacy CP; 5 CR; 6 GG,1998,2012
Mazda,S5-DPTS,1.5L SkyActiv-D,Diesel,neutral,5,2 DJ; CX-3 DK,2014,2022
Mazda,Y4,1.4L TDCi,Diesel,neutral,4,2 DE,2008,2010
Mazda,Y6,1.6L CD,Diesel,neutral,5,2 DE; 3 BK; 3 BL; 5 CW,2004,2015
Mazda,YF,2.0L Zetec,Benzin,neutral,5,Tribute EP,2001,2007
Mazda,8C-PH-REV,0.8L Wankel REX,Benzin,recommended,3,MX-30 DR,2023,2024
Mazda,FP,1.8L 16V,Benzin,recommended,7,323 BJ; Premacy CP,1998,2005
Mazda,FS,2.0L 16V,Benzin,recommended,7,323 BJ; 626 GF; Premacy CP,1997,2005
Mazda,KL-DE,2.5L V6,Benzin,recommended,7,626 GF,1997,2002
Mazda,L5-VE,2.5L MZR,Benzin,recommended,6,3 BL; 6 GH; CX-7 ER,2007,2013
Mazda,L8,1.8L MZR,Benzin,recommended,5,5 CR; 5 CW; 6 GG; 6 GH,2002,2015
Mazda,LF-DE,2.0L MZR,Benzin,recommended,7,3 BK; 3 BL; 5 CR; 5 CW; 6 GG,2002,2015
Mazda,P5-VPR,1.5L SkyActiv-G,Benzin,recommended,2,MX-5 ND,2015,2026
Mazda,P5-VPS,1.5L SkyActiv-G,Benzin,recommended,6,2 DJ; 3 BM,2013,2024
Mazda,P5-VPS-MH,1.5L e-SkyActiv-G,Benzin,recommended,4,2 DJ,2021,2024
Mazda,PE-VPS,2.0L SkyActiv-G,Benzin,recommended,6,3 BM; 3 BP; 6 GJ; CX-3 DK; CX-5 KE,2012,2024
Mazda,PE-VPS-MH,2.0L e-SkyActiv-G,Benzin,recommended,4,CX-30 DM; 3 BP,2020,2024
Mazda,S8-DPTS,1.8L SkyActiv-D,Diesel,recommended,6,3 BP; CX-3 DK; CX-30 DM,2018,2024
Mazda,Z6,1.6L MZR,Benzin,recommended,6,3 BK; 3 BL,2003,2013
Mazda,ZJ-VE,1.3L,Benzin,recommended,6,2 DE,2007,2014
Mazda,ZL-VE,1.5L 16V,Benzin,recommended,6,323 BJ,1998,2003
Mazda,ZM,1.6L 16V,Benzin,recommended,6,323 BJ,1998,2003
Mazda,ZY-VE,1.5L,Benzin,recommended,6,2 DE,2007,2014
Mercedes-Benz,EQA-EM,Elektro,Elektro,avoid,5,EQA H243,2021,2026
Mercedes-Benz,H5F,1.2L TCe,Benzin,avoid,5,Citan W415,2013,2021
Mercedes-Benz,M137,5.8L V12,Benzin,avoid,6,S-Klasse W220; CL C215; S-Klasse V220,1999,2002
Mercedes-Benz,M156,6.2L V8 AMG,Benzin,avoid,10,CLK C209; R-Klasse W251; C-Klasse W204; E-Klasse W211; E-Klasse W212,2006,2017
Mercedes-Benz,M157,5.5L V8 BiTurbo,Benzin,avoid,11,S-Klasse W221; S-Klasse W222; SL R231; G-Klasse W463; GLE W166,2010,2020
Mercedes-Benz,M166,1.4-2.1L NA,Benzin,avoid,7,A-Klasse W168,1997,2004
Mercedes-Benz,M266,1.5-2.0L,Benzin,avoid,5,A-Klasse W169; B-Klasse W245,2004,2012
Mercedes-Benz,M271,1.8L Kompressor,Benzin,avoid,6,CLK C209; SLK R171; SLK R172; C-Klasse W203; C-Klasse W204,2000,2015
Mercedes-Benz,M272,3.0-3.5L V6,Benzin,avoid,6,CLK C209; SLK R171; R-Klasse W251; GLK X204; C-Klasse W203,2004,2014
Mercedes-Benz,M273,5.0-5.5L V8,Benzin,avoid,9,CLK C209; R-Klasse W251; E-Klasse W211; E-Klasse W212; S-Klasse W221,2005,2014
Mercedes-Benz,M275,5.5L V12 BiTurbo,Benzin,avoid,9,S-Klasse W220; S-Klasse W221; SL R230; CL C215; CL C216,2002,2019
Mercedes-Benz,M278,4.7L V8 BiTurbo,Benzin,avoid,9,E-Klasse W212; S-Klasse W222; SL R231; GLE W166; GLS X166,2009,2019
Mercedes-Benz,OM612,2.7L 5-Zyl Diesel,Diesel,avoid,6,CLK C209; C-Klasse W203; E-Klasse W210; ML W163,1999,2005
Mercedes-Benz,OM613,3.2L R6 CDI,Diesel,avoid,6,E-Klasse W210; S-Klasse W220,1999,2003
Mercedes-Benz,OM629,4.0L V8 CDI,Diesel,avoid,6,E-Klasse W211; S-Klasse W221; ML W164; GL X164,2005,2009
Mercedes-Benz,OM642,3.0L V6 Diesel,Diesel,avoid,7,CLK C209; R-Klasse W251; GLK X204; C-Klasse W203; C-Klasse W204,2005,2019
Mercedes-Benz,OM651DE22,2.1L Diesel,Diesel,avoid,6,A-Klasse W176; B-Klasse W246; CLA C117; GLA X156; SLK R172,2005,2020
Mercedes-Benz,OM668,1.7L Diesel,Diesel,avoid,6,A-Klasse W168,1998,2004
Mercedes-Benz,EQB-EM,Elektro,Elektro,neutral,5,EQB X243,2021,2026
Mercedes-Benz,EQC-EM,Elektro,Elektro,neutral,5,EQC N293,2019,2023
Mercedes-Benz,EQE-EM,Elektro,Elektro,neutral,6,EQE V295,2022,2026
Mercedes-Benz,EQS-EM,Elektro,Elektro,neutral,5,EQS V297,2021,2026
Mercedes-Benz,M104,2.8L R6,Benzin,neutral,7,C-Klasse W202; G-Klasse W463,1993,2000
Mercedes-Benz,M111,2.0-2.3L,Benzin,neutral,6,CLK C208; SLK R170; C-Klasse W202; C-Klasse W203; E-Klasse W210,1993,2004
Mercedes-Benz,M112,3.2L V6,Benzin,neutral,7,CLK C208; CLK C209; SLK R170; C-Klasse W202; C-Klasse W203,1996,2006
Mercedes-Benz,M113,4.3-5.4L V8,Benzin,neutral,10,CLK C208; CLK C209; C-Klasse W202; E-Klasse W210; E-Klasse W211,1997,2012
Mercedes-Benz,M113K,5.4L V8 Kompressor,Benzin,neutral,9,G-Klasse W463; S-Klasse W220; CL C215; SL R230; E-Klasse W211,2002,2012
Mercedes-Benz,M133,2.0L Turbo AMG,Benzin,neutral,9,A-Klasse W176; CLA C117; GLA X156,2013,2020
Mercedes-Benz,M139L,2.0L Turbo + E-Motor,Benzin,neutral,12,GLC X254; C-Klasse W206,2022,2026
Mercedes-Benz,M152,5.5L V8 NA AMG,Benzin,neutral,7,SLK R172,2012,2015
Mercedes-Benz,M159,6.2L V8,Benzin,neutral,9,SLS AMG C197,2010,2015
Mercedes-Benz,M176,4.0L V8 BiTurbo,Benzin,neutral,9,S-Klasse W222; S-Klasse W223; SL R231; G-Klasse W463a; GLE V167,2016,2025
Mercedes-Benz,M177,4.0L V8 BiTurbo AMG,Benzin,neutral,8,C-Klasse W205; E-Klasse W213; S-Klasse W222; SL R232; G-Klasse W463a,2015,2026
Mercedes-Benz,M178,4.0L V8 BiTurbo AMG GT,Benzin,neutral,8,AMG GT C190; AMG GT R190,2015,2021
Mercedes-Benz,M254,2.0L Turbo,Benzin,neutral,6,CLE C236; C-Klasse W206; E-Klasse W214; GLC X254; E-Klasse W213,2020,2026
Mercedes-Benz,M256,3.0L I6 Turbo,Benzin,neutral,9,CLE C236; E-Klasse W213; E-Klasse W214; S-Klasse W222; S-Klasse W223,2017,2026
